morador_id,morador_nome,condominio_id,data_registro
830c95d785224999a906943fef137c48,Gonçalo Alves,413a08de45974ae59fd634cd87e707d3,2008-01-01 13:30:00
2469aed4ee334f3da0e0b96afcc2c81a,Sérgio Rodrigues,6f138fd25f5f4ad48f61964e79a78b6f,2008-01-01 13:30:00
f407850a67524ce7aaa8bab848e84903,Jaime Carvalho,7c239425952242f4beef26f3b6482350,2008-01-01 13:30:00
6a61ee7b54c947ef820633ead6a3957a,Diogo Tavares,87fe5c8b16ab4e4e9d7f34fa1e96e194,2008-01-01 13:30:00
0270bfdb150e4321973a53bd1ef5569c,Filipe Reis,22c3d2d955ce4a27b7b0b2c332da5af1,2008-01-01 13:30:00
1c2b0b1d81e44b74b4ef2c16c254d478,Fábio Sousa,b0a3f774202f4bce86d8fe02e29fce0e,2008-01-01 13:30:00
475c9a7ac5fb4c3f98a6c786de7b488e,Gustavo Ferreira,954733adc1c4486994954108acd4eb2f,2008-01-01 13:30:00
5472c92864c14240a835bb355a54b587,Carlos Sousa,2553fc8f63f6496280f5dce9c1fedd9d,2008-01-01 13:30:00
abb30ec2560f4efabe6140e99ba33797,Alfredo Monteiro,a261685f2fbc4a4684963678cfcc6785,2008-01-01 13:30:00
7d88c45efb6149bdaff61a6a4d118f23,Camila Lourenço,14b71853cd114f23888a49ceef9bbb3f,2008-01-01 13:30:00
dd987c45be5f409d932a94d71061f0ff,Tiago Costa,2ca21b52c3b443c997b92af86f0766ab,2008-01-01 13:30:00
30b75fcf13b849218b7dccceea4d34f1,Bárbara Cunha,4382c05756234c03999739fa083bbb31,2008-01-01 13:30:00
ad4a4888250e4240ad399dc024182810,Tomé Soares,61763ab29b6041fb8dfb775205e2cf78,2008-01-01 13:30:00
a4f6efae310d4919ac73f55a13f14db2,Pedro Tavares,6cd762db605a45aa85732e923eeea8f5,2008-01-01 13:30:00
a052c8ae9f6a49aeb166603471a3a345,Otávio Gomes,cd317b3c068f467c9279317b815c5b84,2008-01-01 13:30:00
52c3d6ba85ce41c8baab3b325080abbb,Fábio Ferreira,ecf621ef88464066a86990d415e33860,2008-01-01 13:30:00
f60fb58daecf454e9978855d93296dba,Lúcia Pinto,d11e3f1dbb2845538d80c90935b0e973,2008-01-01 13:30:00
320a565b156942819d0d5f1b6aeefcd1,Rafael Sousa,364002b42cc840a0ab960036a2e1700b,2008-01-01 13:30:00
e12033dbd6da4680997139c1c507bed7,Jaime Mendes,27dfcedc415c456eb1639f2f4dbded4e,2008-01-01 13:30:00
e23575d2bfc84e85ad2bc06e7b381588,Nélson Simões,0aa00fa71e1b4aaca02da3ab379c4a7e,2008-01-01 13:30:00
df1c907b625749b58767cd70c28425f2,Tomé Fonseca,8fc50434528c4ea0bbcda94a43f9f7eb,2008-01-01 13:30:00
4edd51e847ef40d8b340d55619657f27,Daniel Cardoso,b45700526e1349978482fe83b2ebc953,2008-01-01 13:30:00
b0301f9837644b9d8a7a2108243f42b1,José Cardoso,10b91d15fb524f9186fbbffaf99730ee,2008-01-01 13:30:00
c0828ccf73984e029c1b4d5df979785a,Miguel Barbosa,1241dbb0446843a1832e99982acd618c,2008-01-01 13:30:00
34bc088981f1459f89b2c10e96c787ee,Rafael Nunes,573f60c6fb044df987ef734d6ad2aaa4,2008-01-01 13:30:00
5b3a5a8031814b0a875ed38fea24894d,Otávio Vieira,b3df36284b5242ac824e6fde6f100186,2008-01-01 13:30:00
189ab654ed7d47ee891987c01308c40a,Ricardo Azevedo,90f17369dd744536babeb3caebcc12fe,2008-01-01 13:30:00
8e2a0644c05e49e9a52ec5a62f2e8464,Nicolau Vieira,267f78d61a734606b74cff6bd59169c6,2008-01-01 13:30:00
1bed15ae88cd418c91587ba1de68a9b7,Leonardo Barbosa,fd10eb179f724de1b63321ab7bedb680,2008-01-01 13:30:00
85a74dad3c0e40bbaf2d16780f6cd935,Fernando Jesus,f34416bd3c5347aea073d09610708fbf,2008-01-01 13:30:00
e1a8426fd851450887c27d1194f398d4,José Antunes,444d9577232f49f7b3d3b914f1bc827a,2008-01-01 13:30:00
69f0fbf9a31c4b1c94e54487fe337c5c,Sebastião Antunes,2dd130f066ef4c8db4fef04c124c8ced,2008-01-01 13:30:00
0e3267c35f8c499c8016d3ed86ee3ecc,Gustavo Ferreira,f0b4132657c3442f8d3bfa64e7ff9b1e,2008-01-01 13:30:00
d5a816a7832c4c8f995f5e03017c67ea,Sérgio Alves,dd0d224ef8d7449e8627967cb1aacaba,2008-01-01 13:30:00
e74b6f03671a47ed8d7d669c008bfc5d,Filipe Teixeira,962942e70c9d416bbb26394efddb1409,2008-01-01 13:30:00
